PGC,OBJNAME,V,V_VIR,MOD,MOD_ERR,D,D_ERR
50895,NGC5523,1043.4,1256.0297199195318,31.583,0.3618,20.7297,3.45388
12404,IC1913,1449.6,1190.7070237024686,31.5853,0.380933,20.7522,3.64049
61742,NGC6643,1484.5,1790.977075059393,31.5857,0.368698,20.7561,3.52421
12878,ESO358-006,1267.9,1001.2113361808769,31.588,0.118871,20.7779,1.13742
30832,UGC05677,1152.8,1136.1936786315953,31.59,0.54,20.797,5.17177
32664,PGC032664,1809.5,1791.3995364916634,31.59,,20.797,
72443,ESO149-001,1900.9,1658.1153439815168,31.5916,0.479545,20.812,4.5961
13097,PGC013097,1660.0,1390.7864981168232,31.5925,0.138147,20.821,1.32461
35711,NGC3729,1018.9,1246.2498575967402,31.593,0.361075,20.826,3.46298
50317,NGC5470,1020.3,1148.7198772057031,31.5946,0.447722,20.841,4.29707
39840,NGC4288,530.9,758.5926509761667,31.5958,1.0794,20.8526,10.3654
40516,NGC4383,1707.8,1826.8363569187165,31.5967,0.541785,20.8612,5.2049
70070,IC5269B,1664.0,1512.5154610884179,31.5989,0.401849,20.8826,3.86449
31278,NGC3252,1148.8,1406.989026020042,31.5996,0.473503,20.8893,4.55504
52395,NGC5705,1759.8,1871.409094252931,31.5997,0.398537,20.8905,3.83409
474,ESO293-034,1512.5,1306.1359311755816,31.6,0.4,20.893,3.84863
9283,IC0225,1537.6,1434.0096810768057,31.6,0.4,20.893,3.84863
12986,ESO481-030,1648.7,1416.1788267911159,31.6,0.43,20.893,4.13727
12041,NGC1253,1709.4,1567.551752446647,31.6007,0.368664,20.8994,3.54821
34971,UGC06399,793.4,1010.0274075083032,31.6026,0.348809,20.9177,3.36006
43321,NGC4699,1395.3,1409.5046869339008,31.6032,0.451989,20.9237,4.35523
42230,UGC07802,1774.2,1861.9701507033415,31.6047,0.328655,20.9382,3.16902
71001,NGC7582,1582.8,1396.7505693754536,31.6074,0.236702,20.9642,2.28521
33866,NGC3547,1581.5,1626.2329946777575,31.6079,0.413544,20.9694,3.99349
6706,PGC006706,1707.1,1556.5073570491054,31.61,0.4,20.9894,3.86639
11437,UGC02491,4872.1,4933.696236207775,31.61,0.36,20.9894,3.47975
59236,UGC10608,1089.2,1401.1878321282254,31.61,0.4,20.9894,3.86639
74761,PGC074761,1955.0,1683.8779196598869,31.61,0.41,20.9894,3.96305
74790,PGC074790,1295.0,1022.7917076605436,31.61,0.37,20.9894,3.57641
35931,NGC3756,1287.1,1518.7979670231125,31.6106,0.351284,20.995,3.39641
30445,NGC3227,1128.6,1187.9885129170382,31.6117,0.311533,21.0058,3.01362
37496,NGC3981,1716.6,1643.9325938185793,31.6118,0.467988,21.0068,4.52731
5589,UGC01070,2808.3,2929.5390304828875,31.6119,0.287688,21.008,2.78326
13404,ESO358-043,1378.1,1112.512811387715,31.614,0.102269,21.0279,0.990342
9638,UGC01999,971.8,957.4436691650156,31.6151,0.344744,21.0388,3.34013
40394,ESO380-025,2789.5,2662.3978347571137,31.6175,0.340621,21.0619,3.30381
36930,UGC06792,849.8,1041.9436262134361,31.6176,0.315164,21.063,3.05706
38567,UGC07125,1069.9,1261.3789344362135,31.6176,0.83586,21.0634,8.10789
71501,ESO240-004,1574.6,1355.3932059322963,31.6181,0.416522,21.0677,4.04111
66239,ESO342-013,2638.5,2533.9504205704693,31.6194,0.532574,21.0808,5.17025
13405,ESO358-044,1402.0,1125.6219109695348,31.62,0.26,21.0863,2.52475
38793,UGC07178,1333.9,1376.4770463574073,31.62,,21.0863,
5375,ESO476-010,1604.3,1414.3435592722778,31.6214,0.350937,21.1002,3.41006
9414,NGC0941,1599.9,1484.2050641041835,31.6235,0.547799,21.1203,5.32803
69342,NGC7332,1180.5,1318.43121943123,31.6235,0.306736,21.1205,2.98342
35991,UGC06594,1039.1,1128.9159262405487,31.6239,0.323475,21.1243,3.1468
34419,UGC06296,972.2,1054.7027880512092,31.6272,0.407912,21.1566,3.97428
44358,PGC044358,1482.3,1496.9237577213826,31.6287,0.485501,21.1707,4.73338
13321,NGC1381,1727.0,1456.0116426290533,31.6288,0.222142,21.1722,2.16592
37951,UGC07009,1087.8,1346.2218659700743,31.63,0.4,21.1836,3.90217
64750,ESO400-026,2383.2,2304.2533321417227,31.63,0.39,21.1836,3.80461
135732,PGC135732,1815.0,1770.3470845701736,31.63,,21.1836,
135851,PGC135851,1558.9,1684.7938108423039,31.63,,21.1836,
3980,NGC0406,1505.9,1221.8489246117856,31.6308,0.354864,21.1911,3.46307
40085,NGC4331,1567.5,1846.7808373222595,31.6322,0.500446,21.2056,4.88712
66398,UGC11707,905.6,1100.9250758253022,31.6352,0.586768,21.2343,5.73787
15749,ESO157-049,1667.6,1356.5479384544665,31.6358,0.488581,21.2406,4.77914
39432,UGC07321,410.6,551.2665976444551,31.6368,0.716422,21.2504,7.01102
31840,ESO501-079,1195.6,1061.816459139524,31.6374,1.00031,21.2556,9.79156
37967,NGC4038,1634.0,1569.704527559922,31.6406,0.115539,21.2871,1.13264
15018,NGC1530,2463.8,2695.3476476446276,31.642,0.499924,21.3006,4.9039
48816,NGC5301,1505.7,1767.8924770310937,31.6422,0.376295,21.3031,3.69162
65775,UGC11651,1524.9,1725.846538429852,31.6425,0.282332,21.3059,2.77017
68741,ESO289-026,2423.5,2264.1860196745492,31.6443,0.412828,21.3236,4.05393
11420,NGC1172,1533.0,1342.205777771966,31.6457,0.23627,21.3376,2.32167
42619,NGC4620,1125.4,1238.6387714269122,31.6491,0.160323,21.3711,1.57786
34692,NGC3622,1302.2,1558.1763690017747,31.6492,0.450469,21.3715,4.4335
27800,NGC2968,1532.5,1626.6040958729668,31.65,0.4,21.3796,3.93827
45313,NGC4958,1290.4,1317.7499650335317,31.65,0.4,21.3796,3.93827
9447,UGC01958,1015.6,1049.2770919618763,31.6508,0.367063,21.3878,3.61537
43470,UGC07991,1269.6,1334.3473786139264,31.6527,0.373875,21.4058,3.68557
19201,ESO490-010,1823.7,1570.5190023672565,31.6535,0.377592,21.4144,3.7237
496,UGC00047,876.0,929.8361806709503,31.6567,0.0305505,21.4454,0.301715
26794,NGC2891,2358.4,2176.8471550918466,31.66,0.51,21.4783,5.04447
43146,IC3773,1086.2,1190.1168425861815,31.66,0.4,21.4783,3.95645
49513,NGC5360,1174.7,1292.8019018509392,31.66,,21.4783,
57522,UGC10281,1084.9,1304.7984226112449,31.66,,21.4783,
37863,NGC4033,1612.0,1551.7707682602809,31.6602,0.182971,21.48,1.80993
25640,NGC2742,1285.6,1486.516353904779,31.6643,0.343991,21.5209,3.40921
13283,IC1962,1806.5,1579.7239044996197,31.6652,0.350473,21.5301,3.47493
57924,NGC6118,1571.2,1705.789364930834,31.6652,0.35669,21.5297,3.53651
37520,NGC3982,1112.2,1353.4468370847758,31.6674,0.0986895,21.5516,0.97948
30744,NGC3245,1357.7,1459.691701401128,31.6678,0.223865,21.5552,2.2222
42174,NGC4580,1036.3,1111.8443564177323,31.6681,0.185684,21.5588,1.84351
71716,NGC7690,1502.4,1279.4176230453293,31.6682,0.414446,21.5599,4.11492
30182,UGC05574,1464.9,1534.3595237115674,31.6683,0.33462,21.5603,3.3224
37258,NGC3945,1187.0,1439.5809827705873,31.67,0.4,21.5774,3.97471
40396,NGC4369,1046.6,1254.8902413993578,31.67,0.4,21.5774,3.97471
40494,NGC4376,1138.2,1207.7179806278948,31.67,0.45,21.5774,4.47155
47027,NGC5147,1089.6,1178.288442697642,31.67,0.4,21.5774,3.97471
50493,IC0978,1642.7,1729.1532855819796,31.67,,21.5774,
19867,UGC03580,1206.1,1418.1512622005428,31.6734,0.586337,21.6111,5.83539
13671,ESO358-056,1100.0,831.0075247242502,31.674,0.102269,21.617,1.01809
25676,NGC2715,1329.1,1583.820276393212,31.6755,0.431119,21.6325,4.29486
34869,UGC06378,1307.3,1567.9865488816704,31.6755,0.354234,21.6324,3.52891
36238,NGC3794,1383.0,1621.175986679954,31.6773,0.330621,21.6497,3.29631
13534,NGC1419,2133.0,1855.5384721567661,31.6796,0.411405,21.6734,4.10623
43001,IC3742,962.9,1080.014634641148,31.6798,0.31691,21.6751,3.16332
32833,PGC032833,1021.8,1017.0120480016586,31.68,,21.677,
90402,PGC090402,2523.7,2803.6278810638064,31.68,0.43,21.677,4.29254
68283,IC5170,1573.7,1399.8579277946,31.6823,0.324109,21.7002,3.23892
50676,NGC5496,1533.5,1630.1565554441624,31.6825,0.426561,21.7022,4.26315
13089,ESO418-008,1193.7,938.2031386758825,31.685,0.354965,21.7273,3.55171
36174,IC0718,1982.1,2037.4165893483464,31.6863,0.481068,21.7399,4.81625
31040,UGC05707,2804.1,2970.454193123496,31.6872,0.786771,21.7492,7.88019
67634,NGC7151,1865.3,1685.384930421325,31.6881,0.419359,21.7582,4.20199
37735,UGC06983,1081.0,1317.2020199337608,31.6884,0.437206,21.7614,4.38145
34248,NGC3592,1299.5,1378.0049471133523,31.6896,0.371168,21.7729,3.72162
29895,IC2558,2607.3,2415.342230646022,31.69,0.54,21.7771,5.41551
32434,NGC3396,1694.2,1828.511064836878,31.69,0.4,21.7771,4.01149
39537,NGC4252,872.9,937.2709561691222,31.69,0.54,21.7771,5.41551
44354,UGC08074,921.4,996.3252902372694,31.69,0.4,21.7771,4.01149
52730,ESO580-022,2218.0,2244.0188149889295,31.69,0.43,21.7771,4.31235
68922,NGC7286,1008.3,1173.4263522632366,31.69,0.38,21.7771,3.81092
74811,PGC074811,2325.0,2053.675788576611,31.69,0.33,21.7771,3.30948
20766,NGC2397,1355.0,1049.0387632819961,31.6903,0.404074,21.7798,4.05285
50194,UGC08995,1235.3,1375.5652063876787,31.6914,0.344374,21.7911,3.45585
29597,NGC3136B,1782.9,1509.4415888824542,31.6955,0.284384,21.8325,2.85927
10172,NGC1051,1296.8,1148.497208660525,31.6964,0.48251,21.8409,4.85315
37061,NGC3923,1550.0,1433.6348595896231,31.6979,0.204857,21.8567,2.06197
44166,IC3908,1297.4,1321.6272572951252,31.6979,0.449467,21.8561,4.52393
49497,UGC08839,954.9,1129.474479519563,31.6983,0.514361,21.8605,5.17814
8673,IC0217,1894.6,1734.9995626094842,31.6987,0.372504,21.8649,3.7508
2984,NGC0275,1748.2,1656.5493129471083,31.7,0.4,21.8776,4.03001
18121,UGC03371,815.0,1045.9092665681624,31.7,0.4,21.8776,4.03001
25983,ESO564-030,764.8,597.4718805736043,31.7,,21.8776,
47577,UGC08516,1016.7,1188.4145455408889,31.7,0.4,21.8776,4.03001
54324,IC4536,2280.7,2315.921104711006,31.7,0.43,21.8776,4.33226
43560,NGC4722,1296.8,1289.4118817384935,31.7009,1.09757,21.8865,11.0625
13602,NGC1425,1511.2,1254.0064175400566,31.7031,0.0764438,21.9089,0.771275
42741,NGC4639,983.0,1098.1882578399395,31.7031,0.136346,21.9091,1.37567
50334,UGC09024,2320.5,2517.4022762901664,31.7042,0.365827,21.9202,3.69289
5766,NGC0596,1903.0,1787.4245918876372,31.7061,0.16989,21.9389,1.71644
47321,NGC5161,2388.1,2303.2563541141517,31.7073,0.350101,21.951,3.5391
35224,NGC3684,1159.1,1244.539205114622,31.7075,0.420883,21.9535,4.25512
73177,NGC7800,1749.5,1795.827236672551,31.7077,0.522495,21.9554,5.28286
67920,ESO532-014,1714.6,1654.7646561346965,31.7082,0.396685,21.9601,4.01167
51587,UGC09249,1370.5,1520.6483186350029,31.7084,0.531232,21.9629,5.37302
14458,ESO550-005,1885.4,1664.6489862962437,31.71,0.404616,21.9786,4.09533
15149,ESO157-030,1491.8,1180.7567630900166,31.71,0.4,21.9786,4.04861
19503,ESO490-035,2141.0,1888.5129026044597,31.71,0.48,21.9786,4.85833
35292,NGC3691,1064.7,1150.2429914587224,31.71,0.4,21.9786,4.04861
36921,NGC3898,1173.0,1413.9282709868235,31.71,0.4,21.9786,4.04861
43511,PGC043511,8314.0,8493.108378076731,31.71,0.62,21.9786,6.27534
59742,NGC6340,1215.0,1525.33749619843,31.71,0.4,21.9786,4.04861
12569,NGC1310,1790.4,1518.6720778969818,31.7109,0.483348,21.9875,4.8942
28424,NGC3032,1540.5,1626.5958694308267,31.7127,0.217024,22.0057,2.19932
45177,NGC4942,1747.1,1775.41334691299,31.7134,0.64733,22.0131,6.56224
45052,NGC4928,1719.3,1744.6864229776975,31.7135,0.628274,22.0143,6.36942
40122,NGC4318,1212.1,1291.605148729576,31.7137,0.0885642,22.016,0.897931
70117,IC5270,1924.0,1773.4235421144735,31.7143,0.507125,22.0225,5.14313
26939,NGC2880,1481.0,1694.8786229800282,31.715,0.200743,22.0291,2.0365
2052,NGC0150,1577.8,1406.1830731568082,31.7152,0.436392,22.0314,4.42756
25915,NGC2768,1397.8,1598.2218341910234,31.7195,0.21548,22.0752,2.19057
18705,UGC03433,2337.9,2192.3526774210673,31.72,0.54,22.08,5.49085
67641,NGC7154,2612.8,2499.250761567522,31.72,0.43,22.08,4.37234
21325,NGC2434,1449.7,1145.5114401014318,31.721,0.340979,22.0905,3.46879
19402,ESO490-028,2144.2,1891.5607439879454,31.7222,0.658956,22.1028,6.70734
39315,NGC4219,1987.6,1823.4839675351975,31.7226,0.366679,22.1063,3.73292
13196,NGC1362,1176.0,953.4310745820164,31.7236,0.289,22.1168,2.94351
56337,NGC6010,2037.8,2180.5683129802364,31.725,0.352071,22.131,3.5882
12737,NGC1325,1588.7,1364.1823992019583,31.7256,0.381312,22.1375,3.88736
67818,NGC7162A,2270.0,2117.7444176276485,31.7258,0.584259,22.1388,5.95669
71066,NGC7599,1681.7,1495.5879696338202,31.7264,0.36587,22.1455,3.73128
7849,NGC0803,2099.1,2081.198357695876,31.7266,0.404994,22.1474,4.13064
31797,NGC3347C,2656.0,2470.666073457637,31.7289,0.493873,22.1703,5.04234
40549,NGC4373A,2936.4,2793.040567402394,31.7295,0.718119,22.1766,7.33395
12868,PGC012868,2074.6,2300.902656404766,31.7296,0.244124,22.1774,2.49326
20116,UGC03647,1385.5,1542.440019910823,31.73,0.4,22.182,4.08607
26483,NGC2855,1795.0,1664.4021366167983,31.73,0.53,22.182,5.41404
28370,UGC05282,1574.4,1678.1412950921558,31.73,0.2,22.182,2.04303
43969,NGC4809,974.6,1047.6063571769366,31.73,0.4,22.182,4.08607
45265,IC4171,1202.3,1419.6309655388877,31.73,,22.182,
45652,PGC045652,1210.4,1228.6158163872826,31.73,0.4,22.182,4.08607
53161,PGC053161,1870.0,1971.6618599013282,31.73,,22.182,
52412,NGC5713,1948.5,2062.3515921622447,31.7345,0.682917,22.2281,6.99062
69161,NGC7307,2081.4,1922.530548782496,31.7367,0.424623,22.2502,4.35093
40490,NGC4378,2558.2,2623.834391181064,31.7375,0.566162,22.2589,5.8035
13470,NGC1400,589.9,371.8294304902189,31.7385,0.491399,22.2687,5.03935
48380,ESO383-060,3918.4,3836.3736623949617,31.7396,0.588813,22.2807,6.0416
36935,ESO320-024,2986.7,2827.2891136090493,31.74,0.43,22.2844,4.4128
48171,NGC5247,1356.7,1352.3425369954448,31.74,0.4,22.2844,4.10493
15967,UGC03137,992.1,1227.0543358291702,31.7422,0.334083,22.307,3.43195
13419,NGC1395,1701.4,1467.6182776034957,31.7424,0.337482,22.3086,3.46711
44770,ESO381-041,2568.1,2463.813894586241,31.7431,0.490679,22.3162,5.0427
34426,NGC3607,930.1,1013.8136744957284,31.7462,0.203997,22.348,2.09947
26404,NGC2848,2039.1,1887.5925764049734,31.7475,0.467322,22.3618,4.81248
46159,UGC08333,938.0,1122.8664026495783,31.7487,0.400158,22.3739,4.12305
8320,ESO298-015,1416.1,1157.2691138424657,31.75,0.43,22.3872,4.43317
31982,NGC3346,1255.7,1303.5568360075044,31.75,0.4,22.3872,4.12388
35002,NGC3657,1207.3,1430.1561534341017,31.75,0.4,22.3872,4.12388
49656,ESO510-026,2366.4,2331.3944992892575,31.75,0.43,22.3872,4.43317
72252,PGC072252,2110.3,2065.105542198494,31.7517,0.378697,22.4051,3.90736
46574,ESO576-040,2085.6,2051.2181774798896,31.7521,0.265244,22.409,2.73724
13171,IC1952,1814.9,1580.0552682295308,31.7528,0.356181,22.4158,3.67681
51344,NGC5584,1650.0,1755.492470173158,31.753,0.0767894,22.4184,0.792779
29730,NGC3156,1346.2,1317.380570338424,31.7531,0.18075,22.4195,1.86617
58798,PGC058798,1564.9,1688.5443137994203,31.7533,0.368457,22.4215,3.80449
35797,NGC3733,1182.4,1414.9087497441758,31.7545,0.484034,22.4337,5.0006
13926,ESO482-046,1527.0,1277.093846464195,31.7547,0.354042,22.4361,3.65803
12889,ESO548-021,1682.8,1458.5118457061144,31.7553,0.311831,22.4422,3.22278
28296,NGC3020,1442.4,1447.4282346652017,31.7561,0.388007,22.4503,4.01151
40886,NGC4434,1070.0,1152.356427875823,31.7596,0.15339,22.4867,1.58843
13881,NGC1461,1463.9,1252.4829331921733,31.76,0.4,22.4905,4.14291
20573,ESO428-015,2075.7,1824.7229492355093,31.76,0.4,22.4905,4.14291
32703,ESO437-069,3426.8,3275.0037593321936,31.76,0.43,22.4905,4.45363
37326,NGC3957,1633.6,1561.185452464365,31.76,0.61,22.4905,6.31794
53510,UGC09637,2507.6,2784.1245089858526,31.76,0.01,22.4905,0.103573
55694,NGC5974,2012.9,2274.8296864957183,31.76,,22.4905,
74893,PGC074893,1415.0,1141.8560379882665,31.76,0.35,22.4905,3.62505
5060150,AGC198337,1461.2,1446.1707103706367,31.76,,22.4905,
45574,NGC4981,1678.3,1713.558739415078,31.7608,0.382673,22.4987,3.96488
42139,NGC4589,2001.9,2282.6047266661194,31.7617,0.275483,22.5084,2.85552
44278,PGC044278,1257.4,1292.9193289896216,31.7641,0.461192,22.5334,4.78579
31307,UGC05740,649.2,845.3547231892564,31.765,0.779067,22.5428,8.08775
72001,NGC7721,2014.7,1971.329378146113,31.765,0.454041,22.5427,4.71354
30041,IC0600,1307.8,1249.7230009698671,31.7667,0.507988,22.5602,5.27767
13712,UGC02827,1528.5,1739.773044068017,31.77,0.4,22.5944,4.16203
42699,NGC4633,295.6,415.57364358108777,31.77,0.36,22.5944,3.74583
51895,IC1024,1419.6,1545.4875369522204,31.77,,22.5944,
56210,UGC10061,2081.9,2293.7393494448456,31.77,,22.5944,
61512,NGC6570,2284.9,2495.1679696499186,31.7715,0.731475,22.6105,7.6165
12484,ESO481-021,1750.6,1510.1084446798964,31.7732,0.33346,22.6274,3.47475
4063,UGC00711,1980.4,1919.984536406298,31.7733,0.413223,22.6288,4.30617
40375,NGC4365,1221.0,1297.4515414257057,31.7736,0.162065,22.6315,1.68907
58661,PGC058661,1576.5,1700.7587736992523,31.7743,0.333793,22.6396,3.48011
17436,NGC1964,1660.6,1417.2348360359433,31.7757,0.174514,22.6534,1.82058
14695,NGC1537,1406.5,1137.9332990728658,31.7759,0.256347,22.6563,2.67463
4979,NGC0493,2436.9,2365.290087149973,31.7768,0.361735,22.6657,3.77577
38711,IC0764,2135.8,2026.140106432576,31.777,0.451079,22.667,4.7086
12876,UGC02729,1931.7,2141.833320315127,31.78,0.54,22.6986,5.64468
25292,UGC04722,1807.6,1849.582369530246,31.78,0.54,22.6986,5.64468
27622,IC0549,1305.0,1260.6706082209216,31.78,,22.6986,
34135,PGC034135,1396.5,1429.5018198879634,31.78,,22.6986,
37999,NGC4041,1209.2,1467.4158395446643,31.78,0.4,22.6986,4.18125
39251,NGC4215,2069.8,2136.519053616354,31.78,,22.6986,
48179,PGC048179,1299.3,1335.8794474856034,31.78,0.4,22.6986,4.18125
69505,UGC12151,1761.6,1789.1262100823672,31.78,0.45,22.6986,4.7039
43444,ESO268-046,2298.8,2145.450764387459,31.7802,0.354353,22.7003,3.70436
61300,UGC11093,1963.0,2143.8792120404974,31.7816,0.374024,22.7158,3.91267
36266,NGC3813,1465.6,1641.8678058850112,31.7818,0.403354,22.7178,4.21985
91372,PGC091372,2270.8,2555.6908534375043,31.7829,0.215548,22.7285,2.25612
72178,ESO292-014,1490.4,1284.155624590523,31.783,0.443261,22.7298,4.63983
18373,PGC018373,2215.9,2010.8269281112985,31.7871,0.430467,22.7726,4.51439
34684,NGC3626,1463.7,1550.7894996859463,31.7874,0.150083,22.7761,1.57419
34433,NGC3608,1210.9,1295.1056355339995,31.7881,0.171934,22.7835,1.80397
12559,NGC1306,1452.9,1215.3773334252223,31.79,0.4,22.8034,4.20055
21644,PGC021644,933.6,830.511356922443,31.79,,22.8034,
32474,UGC05945,1136.2,1201.1072678209348,31.79,,22.8034,
32486,UGC05947,1252.1,1326.8396289354437,31.79,0.4,22.8034,4.20055
34366,NGC3620,1773.9,1503.467148033041,31.79,0.4,22.8034,4.20055
47506,UGC08507,997.9,1166.8413599147652,31.79,0.4,22.8034,4.20055
50620,PGC050620,4871.5,5035.599954366731,31.79,0.43,22.8034,4.51559
53865,NGC5839,1229.3,1362.4098664562873,31.79,0.15702,22.8033,1.64892
63545,NGC6814,1563.1,1634.0349412077803,31.79,0.4,22.8034,4.20055
68689,UGC12009,1237.3,1437.9302627734846,31.79,0.54,22.8034,5.67074
91784,PGC091784,6270.0,6268.9782251052675,31.79,,22.8034,
32570,UGC05974,1039.7,1042.884454269462,31.7905,0.508141,22.809,5.33748
13999,IC2051,1721.3,1430.19663009245,31.7907,0.554391,22.8106,5.82369
27762,NGC2974,1891.4,1811.0529889697546,31.7916,0.30971,22.8197,3.2547
62030,IC4720,2105.3,1943.744393309864,31.794,0.32356,22.8453,3.40407
13638,NGC1426,1444.7,1213.0814408170634,31.7945,0.21465,22.851,2.25882
3089,NGC0289,1629.6,1435.3214356521482,31.7974,0.402339,22.8818,4.23962
5777,NGC0600,1842.0,1725.0068875699635,31.8,0.4,22.9087,4.21993
38778,UGC07175,1147.2,1350.0094744991566,31.8,0.4,22.9087,4.21993
46589,NGC5109,2133.6,2408.589893389731,31.8,0.4,22.9087,4.21993
69293,PGC069293,1692.5,1707.1857469433555,31.8,0.4,22.9087,4.21993
37325,NGC3956,1654.4,1577.2995962294028,31.8006,0.385473,22.915,4.0678
40205,IC3247,575.5,745.2679070210869,31.8009,0.35483,22.9182,3.74495
40059,PGC040059,755.3,829.6498594176089,31.8019,0.103712,22.9285,1.09509
21398,UGC03909,944.9,1176.4615928966987,31.8031,0.283242,22.9419,2.99249
33343,NGC3501,1125.9,1200.5032813672349,31.8042,0.363839,22.9532,3.8459
13121,UGC02765,1681.9,1890.6187143865975,31.808,0.505444,22.9931,5.35201
8862,ESO545-003,1596.4,1396.2199466491236,31.8098,0.357122,23.0122,3.78461
15858,ESO551-031,1769.0,1528.25335821966,31.81,0.43,23.0144,4.55737
33660,UGC06171,1203.5,1283.5408260985328,31.81,0.4,23.0144,4.23941
40229,PGC040229,916.1,984.8266199888617,31.81,,23.0144,
40674,PGC040674,1499.2,1573.781780478105,31.81,,23.0144,
45001,ESO219-022,1875.0,1705.9681814990079,31.81,0.43,23.0144,4.55737
71133,NGC7625,1630.5,1712.8389031657985,31.81,0.4,23.0144,4.23941
57261,IC1197,1364.1,1542.555460535408,31.8151,0.365303,23.068,3.8807
67258,ESO403-017,2707.6,2593.4018936070856,31.8172,0.328878,23.0906,3.49716
36737,NGC3885,1805.8,1690.8969177584593,31.8185,0.271462,23.1045,2.88836
26561,IC2469,1665.5,1454.0375328607936,31.8191,0.357366,23.1115,3.80354
36643,PGC036643,1716.3,1683.5943592365954,31.8194,0.302574,23.1139,3.2207
7521,PGC007521,3885.5,3912.728920513278,31.82,0.57,23.1206,6.06905
16850,PGC016850,1970.5,1753.4020466378893,31.82,0.392811,23.1206,4.18244
41264,PGC041264,1306.2,1389.7174355719517,31.82,0.4,23.1206,4.25898
51957,NGC5658,1620.5,1733.8430173666059,31.82,0.4,23.1206,4.25898
74605,PGC074605,,890.2118025776551,31.82,0.36,23.1206,3.83308
2801014,PGC2801014,1564.4,1661.9552054560015,31.82,,23.1206,
52507,NGC5729,1820.7,1891.843161344998,31.8208,0.593788,23.1292,6.32468
59635,ESO138-014,1507.7,1332.7337842604131,31.8211,0.635409,23.1322,6.76887
35686,ESO503-022,1883.1,1764.7716173318481,31.8226,0.410853,23.1488,4.37986
67823,NGC7177,1148.5,1282.1889519627787,31.8282,0.331793,23.2086,3.54618
9747,NGC0986,1983.7,1721.4634429580706,31.83,0.4,23.2274,4.27864
23246,ESO431-002,1656.2,1423.4526871701498,31.83,0.4,23.2274,4.27864
37838,PGC037838,611.2,777.3304180573555,31.83,,23.2274,
38173,IC0758,1276.6,1536.0852050821138,31.83,0.4,23.2274,4.27864
53535,ESO327-039,2920.5,2823.0335021958026,31.83,0.4,23.2274,4.27864
40303,NGC4353,1116.5,1194.867522227828,31.8314,0.600238,23.2428,6.42476
46373,ESO576-026,1947.3,1915.5238687655517,31.8343,0.439958,23.2734,4.71539
35113,NGC3669,1751.4,1987.8763361226645,31.8354,0.455839,23.2855,4.88813
53578,NGC5806,1348.9,1481.2071060454293,31.8371,0.326662,23.3035,3.50562
18388,IC2158,1563.8,1303.307410158698,31.84,0.4,23.3346,4.29839
32861,PGC032861,1014.6,1028.4697256274076,31.84,,23.3346,
37280,ESO504-024,1893.8,1786.9949014702258,31.84,0.43,23.3346,4.62077
41155,IC3413,1326.6,1425.2833221141784,31.84,0.4,23.3346,4.29839
41538,NGC4503,1353.0,1452.177507315115,31.84,0.4,23.3346,4.29839
46382,PGC046382,1305.1,1337.7337540631709,31.84,0.4,23.3346,4.29839
13544,NGC1415,1557.9,1325.126496698162,31.8407,0.27446,23.3416,2.95023
5341,PGC005341,1960.3,1852.7490554241574,31.8435,0.405751,23.3728,4.36732
65003,ESO340-042,2657.8,2552.6776727344595,31.8449,0.541558,23.3876,5.83278
51741,UGC09285,1853.8,1979.2940095253707,31.845,0.256219,23.388,2.75962
8160,NGC0821,1753.4,1707.5190124206802,31.8467,0.191408,23.4067,2.06323
6500,UGC01240,1803.9,1735.3167577740196,31.8474,0.479672,23.4138,5.17204
29549,UGC05478,1377.3,1476.9862611771616,31.85,0.4,23.4423,4.31823
34683,UGC06341,1638.4,1725.0132617208724,31.85,,23.4423,
62870,NGC6753,3176.0,3015.5505629445606,31.85,0.49,23.4423,5.28983
51905,IC4444,1958.2,1848.3490145721064,31.8503,0.42903,23.4455,4.63226
90694,PGC090694,1692.8,1488.488589674198,31.8531,0.47985,23.4762,5.18776
70128,IC5271,1717.3,1575.3959925577253,31.8541,0.279578,23.4868,3.02393
58864,NGC6237,1131.6,1443.247028142282,31.8547,0.369597,23.4927,3.99858
16906,NGC1832,1937.6,1717.5125918980996,31.856,0.462727,23.5074,5.00928
31883,NGC3338,1297.0,1338.4965137782317,31.8597,0.362205,23.5476,3.92778
42199,NGC4581,1841.7,1898.7985230610411,31.86,0.4,23.5505,4.33816
60393,NGC6412,1320.2,1626.49960019422,31.86,0.4,23.5505,4.33816
4010299,SDSSJ094437.12+100046.3,1483.2,1471.0960335483085,31.86,,23.5505,
19579,NGC2273B,2103.9,2275.8217213576518,31.8604,0.526703,23.5552,5.71344
38212,NGC4081,1495.5,1758.4098932851164,31.8611,0.46382,23.5628,5.03294
54944,PGC054944,2003.9,2114.84059569301,31.8633,0.430231,23.5865,4.67317
70433,UGC12350,2139.7,2229.9124671354875,31.8634,0.401838,23.5876,4.36496
12390,IC1914,1028.3,732.4833015684846,31.8638,0.34441,23.5921,3.74187
5764,ESO013-016,1765.8,1477.7511785008785,31.8667,0.328566,23.6229,3.5744
59083,NGC6239,926.0,1224.1806087152981,31.8672,0.32025,23.6285,3.48475
34308,NGC3589,1949.6,2190.039267322131,31.8677,0.31158,23.6337,3.39115
90569,PGC090569,2397.2,2408.1829995027556,31.8686,0.348018,23.6436,3.78933
11543,UGC02485,2013.5,2247.5914863069247,31.87,0.4,23.6592,4.35819
