PGC,OBJNAME,V,V_VIR,MOD,MOD_ERR,D,D_ERR
48918,UGC08720,7882.0,8052.460770838858,34.65,0.2,85.1138,7.83927
52137,UGC09387,6270.3,6482.826986301147,34.65,0.4,85.1138,15.6785
61449,UGC11126,4806.5,5059.86069735536,34.65,0.54,85.1138,21.166
61948,ESO281-001,6261.0,6178.150653589577,34.65,0.4,85.1138,15.6785
64680,ESO186-043,5979.3,5822.65466821379,34.65,0.49,85.1138,19.2062
64899,ESO285-028,9265.3,9143.178114318167,34.65,0.67,85.1138,26.2616
71094,UGC12514,5867.0,5989.227771548597,34.65,0.38,85.1138,14.8946
93543,PGC093543,10068.5,9875.128413934584,34.65,0.59,85.1138,23.1258
165507,PGC165507,9257.5,9210.433088756396,34.65,0.46,85.1138,18.0303
831510,PGC831510,5705.3,5729.180591716639,34.65,0.53,85.1138,20.7741
946616,PGC946616,4460.8,4379.783709607719,34.65,0.54,85.1138,21.166
1034794,PGC1034794,6246.9,6364.887181800138,34.65,0.49,85.1138,19.2062
3081658,PGC3081658,5793.4,5710.9200146079,34.65,0.52,85.1138,20.3821
3354728,2MASXJ09022116+0336563,7166.6,7098.754666104965,34.65,0.46,85.1138,18.0303
4683702,6dFJ1037327-432208,6272.6,6061.407386611575,34.65,0.52,85.1138,20.3821
2616,PGC002616,6825.8,6751.840877410785,34.6507,0.222841,85.1399,8.73722
4387,UGC00764,4738.9,4839.809792328851,34.6507,0.301122,85.1429,11.8069
50915,UGC09121,5314.9,5490.343482084563,34.6507,0.26165,85.1412,10.259
1654,NGC0112,6293.5,6402.9449585655675,34.6517,0.304422,85.1823,11.9418
20539,NGC2347,4423.8,4618.507482949692,34.6525,0.388034,85.2125,15.2272
27425,PGC027425,5366.7,5249.625352857872,34.6525,0.278242,85.2126,10.9187
5574,UGC01072,5190.6,5104.138993882941,34.653,0.379782,85.2304,14.9065
51745,UGC09303,4280.8,4524.4005393188,34.6536,0.299475,85.2564,11.758
72092,ESO536-017,6827.2,6699.188594601532,34.6549,0.301965,85.3073,11.8628
71513,PGC071513,5188.6,5332.3388890243905,34.6556,0.316216,85.3327,12.4264
3481,PGC003481,5559.9,5426.121954153208,34.6563,0.476652,85.3628,18.7377
56410,NGC6016,6488.7,6739.879975104601,34.6566,0.234,85.3712,9.19967
26398,UGC04956,5104.4,5033.734935556525,34.6572,0.35717,85.398,14.0465
1520,UGC00228,5682.0,5758.859890117206,34.6577,0.262989,85.4158,10.3448
17224,ESO553-040,5005.0,4768.585965685585,34.658,0.25577,85.4284,10.0623
50215,NGC5459,5204.9,5364.45052869781,34.6588,0.449385,85.4575,17.6854
1299,IC0012,6046.5,5994.938510064985,34.66,0.4,85.5067,15.7509
6400,PGC006400,5428.7,5304.0750570651435,34.66,0.52,85.5067,20.4762
19467,ESO087-034,8718.0,8406.583853269922,34.66,0.52,85.5067,20.4762
23326,PGC023326,4501.2,4504.664199256045,34.66,0.4,85.5067,15.7509
30473,PGC030473,5659.8,5607.523639610374,34.66,0.4,85.5067,15.7509
35945,NGC3759,5569.0,5802.14458562414,34.66,0.4,85.5067,15.7509
46469,PGC046469,6813.2,6873.753138439283,34.66,0.46,85.5067,18.1135
47721,PGC047721,6133.0,6135.045848773572,34.66,0.47,85.5067,18.5073
50318,UGC09021,6606.4,6764.869035168681,34.66,0.2,85.5067,7.87546
72859,PGC072859,6477.4,6436.655094590021,34.66,0.63,85.5067,24.8077
153555,PGC153555,8732.9,8629.752604823292,34.66,0.54,85.5067,21.2637
1003554,PGC1003554,9035.5,8916.749584668323,34.66,0.57,85.5067,22.445
1831130,PGC1831130,8739.0,8858.038086453516,34.66,0.2,85.5067,7.87546
3082221,PGC3082221,10625.1,10486.329088375154,34.66,0.5,85.5067,19.6886
3819529,2MASXJ14061234-2712454,6818.4,6780.016177822763,34.66,0.47,85.5067,18.5073
61210,UGC11073,6426.7,6623.596533199124,34.6603,0.264838,85.5198,10.4302
51603,NGC5618,7138.0,7236.516756352114,34.6604,0.33091,85.5219,13.0327
37288,NGC3951,6455.8,6585.8809686814275,34.661,0.343808,85.5462,13.5445
606934,PGC606934,5835.0,5751.856385643582,34.6614,0.245809,85.5622,9.68558
56205,UGC10062,7788.9,8021.952809227114,34.6616,0.229029,85.5689,9.0251
69463,NGC7348,7499.7,7582.637544707141,34.662,0.262945,85.5869,10.3638
46254,IC4218,5792.5,5854.780027467848,34.6622,0.276256,85.5931,10.8892
19260,NGC2255,6873.1,6597.095872227447,34.6623,0.284227,85.5987,11.2041
36045,PGC036045,5128.3,5076.906473632965,34.6625,0.248087,85.6054,9.78027
1446045,PGC1446045,8147.5,8257.000845531638,34.6631,0.280425,85.6308,11.0584
7957,PGC007957,4416.4,4493.391788811339,34.6632,0.304346,85.631,12.0017
47072,PGC047072,6099.9,6123.187662301859,34.6632,0.281632,85.6323,11.1062
66396,UGC11706,4736.0,4885.150330808304,34.6633,0.323985,85.6359,12.7769
5841,ESO476-025,5834.0,5639.33201647104,34.6641,0.29113,85.6677,11.4855
3639,UGC00628,5446.0,5478.426617717985,34.6642,0.479469,85.6728,18.9168
16239,NGC1686,5702.8,5485.0282756466995,34.6643,0.374171,85.6763,14.7631
20427,ESO058-025,7271.8,6964.672365967353,34.6651,0.319154,85.7081,12.597
21276,IC2193,5023.5,5060.971975238646,34.6651,0.316845,85.7079,12.5059
20631,UGC03791,5079.0,5089.013167334562,34.6656,0.255035,85.7278,10.0685
68248,UGC11946,5531.4,5763.085500713443,34.666,0.331238,85.7417,13.0791
63286,UGC11455,5393.3,5696.707953883219,34.6663,0.352389,85.755,13.9164
19186,UGC03477,6498.4,6619.311442927468,34.6664,0.235921,85.7582,9.31725
53919,ESO328-017,5558.0,5470.409311236666,34.6668,0.254306,85.7755,10.0453
63470,ESO338-018,6310.3,6237.690734544013,34.6673,0.232647,85.7955,9.19195
71258,UGC12566,5786.2,5920.212864696688,34.6675,0.281079,85.804,11.1066
70330,UGC12331,5793.2,5960.946847705659,34.6677,0.259001,85.8101,10.2349
93853,PGC093853,8079.3,8077.566379825013,34.6679,0.255982,85.8196,10.1168
44246,PGC044246,6339.4,6340.528106682725,34.6693,0.324479,85.8735,12.8319
2112,ESO294-023,7241.9,7034.429410604391,34.67,0.49,85.9014,19.3839
3983,NGC0384,4248.5,4339.643251907655,34.67,0.23,85.9014,9.09858
4127,IC0081,3958.0,3880.973070484641,34.67,0.53,85.9014,20.9663
7197,UGC01394,6388.2,6526.061682095434,34.67,0.4,85.9014,15.8236
13859,UGC02861,6362.9,6431.888827775849,34.67,0.4,85.9014,15.8236
16064,PGC016064,5475.0,5261.453193990671,34.67,0.46,85.9014,18.1972
17456,UGC03319,4215.4,4425.697557497281,34.67,0.479355,85.9002,18.9626
18220,PGC018220,6560.6,6340.688498341967,34.67,0.4,85.9014,15.8236
24881,NGC2676,8711.2,8854.554656968963,34.67,0.46,85.9014,18.1972
27773,PGC027773,5912.8,5818.228487555609,34.67,0.4,85.9014,15.8236
28581,IC2515,5815.4,5940.233083190796,34.67,0.4,85.9014,15.8236
45555,ESO443-072,9518.9,9429.023047483732,34.67,0.53,85.9014,20.9663
45659,PGC045659,7415.9,7539.656520738719,34.67,0.2,85.9014,7.91181
48802,PGC048802,8294.4,8481.72165719374,34.67,0.46,85.9014,18.1972
49469,PGC049469,8350.5,8617.587263807902,34.67,0.46,85.9014,18.1972
51389,PGC051389,7833.3,7949.075879730716,34.67,0.46,85.9014,18.1972
51633,PGC051633,7730.9,7878.792353849667,34.67,0.4,85.9014,15.8236
53923,PGC053923,7282.4,7358.331549674153,34.67,0.53,85.9014,20.9663
58643,UGC10474,6993.7,7135.124609625108,34.67,0.53,85.9014,20.9663
59478,ESO070-003,8085.0,7878.348191911204,34.67,0.51,85.9014,20.1751
60606,PGC060606,9009.0,9323.80707816771,34.67,0.46,85.9014,18.1972
64854,PGC064854,6041.8,6132.267897237822,34.67,0.59,85.9014,23.3398
65815,ESO464-005,9804.2,9733.967291470886,34.67,0.51,85.9014,20.1751
858653,PGC858653,8012.8,7781.771735076215,34.67,0.58,85.9014,22.9442
908394,PGC908394,7593.3,7654.0667724197365,34.67,0.52,85.9014,20.5707
3785245,2MASXJ12153177+2443426,6839.2,6987.834586211907,34.67,0.46,85.9014,18.1972
2134,IC0034,5319.6,5315.838746928977,34.6717,0.353518,85.9685,13.9958
72942,IC1517,7238.1,7213.266846986622,34.6717,0.525913,85.9696,20.8211
90735,PGC090735,3712.0,3977.5503960394053,34.6729,0.0560258,86.0145,2.21924
1982,PGC001982,6120.1,6222.027667764423,34.6731,0.260196,86.0249,10.3079
49580,ESO445-081,4364.4,4294.498048837519,34.6734,0.458256,86.0374,18.1569
43514,PGC043514,7583.4,7764.228952095755,34.674,0.322249,86.0597,12.7714
36132,PGC036132,6768.6,6873.067581448961,34.6745,0.302043,86.0782,11.9731
61613,NGC6617,6717.0,7031.017200934266,34.6746,0.253207,86.0825,10.0378
7298,ESO245-010,5754.2,5493.09143267748,34.6747,0.294288,86.0867,11.6668
26871,UGC05033,5203.4,5424.867725680563,34.6747,0.255436,86.089,10.1269
7090,UGC01382,5561.8,5467.272424594455,34.6758,0.482718,86.1311,19.1469
66363,PGC066363,6130.2,6207.974897995704,34.6768,0.250593,86.169,9.94412
4473,UGC00783,5910.5,6045.443277268051,34.677,0.258378,86.1779,10.2541
20513,UGC03770,6377.8,6366.920415770447,34.6779,0.196621,86.2141,7.80644
58614,UGC10489,5676.2,5990.869988286283,34.6786,0.0260342,86.2411,1.03396
7069,ESO197-011,5938.1,5666.549208705378,34.6787,0.235108,86.2466,9.33802
46836,NGC5129,6885.6,7027.7293455772715,34.679,0.418939,86.2571,16.6415
46800,ESO576-045,7451.6,7433.850994594536,34.6793,0.245369,86.2702,9.74823
50066,ESO446-001,7127.3,7066.67764337432,34.6798,0.368423,86.2898,14.6404
21431,UGC03933,5898.2,5991.169079060789,34.6799,0.279688,86.2955,11.115
9588,IC0232,6340.1,6234.90782581195,34.68,0.4,86.2979,15.8967
10787,UGC02327,6304.0,6290.228888232428,34.68,0.4,86.2979,15.8967
18678,ESO121-018,9420.5,9107.03239951143,34.68,0.53,86.2979,21.0631
18906,NGC2235,8299.4,7986.291880396826,34.68,0.25,86.2979,9.93541
23330,ESO018-002,5511.8,5218.456254954353,34.68,0.46,86.2979,18.2812
26787,UGC05032,5081.7,5015.446016422386,34.68,0.4,86.2979,15.8967
31672,ESO264-024,6056.0,5836.96305939176,34.68,0.4,86.2979,15.8967
33269,UGC06101,6580.3,6775.342542844258,34.68,0.0216025,86.2979,0.858517
37260,PGC037260,7439.0,7569.193326036753,34.68,0.2,86.2979,7.94833
39314,PGC039314,4851.4,5105.9163851383255,34.68,0.46,86.2979,18.2812
47139,PGC047139,6477.2,6613.936368475986,34.68,0.4,86.2979,15.8967
52536,IC4492,4125.9,4387.065942230978,34.68,0.46,86.2979,18.2812
53959,UGC09712,6856.5,7039.598912547636,34.68,0.2,86.2979,7.94833
61518,IC1279,6474.8,6757.023161518366,34.68,0.4,86.2979,15.8967
63984,IC4923,5545.0,5394.283265782271,34.68,0.47,86.2979,18.6786
71972,PGC071972,5309.9,5336.1838651327125,34.68,0.2,86.2979,7.94833
72133,IC1505,6516.1,6485.094468289612,34.68,0.48,86.2979,19.076
154977,PGC154977,8736.0,8631.828106199817,34.68,0.5,86.2979,19.8708
979921,PGC979921,5717.2,5718.489874011359,34.68,0.51,86.2979,20.2682
1037016,PGC1037016,6407.7,6306.102140931624,34.68,0.47,86.2979,18.6786
1050685,PGC1050685,6245.7,6164.913831993852,34.68,0.49,86.2979,19.4734
3083046,PGC3083046,9005.6,9016.03492151845,34.68,0.49,86.2979,19.4734
3089212,PGC3089212,7544.8,7589.378745408246,34.68,0.46,86.2979,18.2812
64862,UGC11579,5875.6,5974.138372542365,34.6801,0.34112,86.3,13.557
18953,ESO489-047,7200.3,6957.627802081009,34.6805,0.358418,86.3194,14.2477
89524,PGC089524,5622.1,5624.411876417272,34.6815,0.260117,86.3571,10.3446
37364,ESO320-032,6788.4,6623.277186566986,34.6822,0.312922,86.3867,12.4488
64346,ESO596-009,7007.7,7025.657189494124,34.6827,0.324987,86.4052,12.9316
19250,ESO365-028,7042.6,6767.952240141468,34.6833,0.352815,86.4291,14.0428
60271,UGC10858,5440.9,5756.648900683376,34.6835,0.30386,86.4389,12.0956
3401,IC1603,7954.2,7713.248905638656,34.6837,0.270691,86.4467,10.7763
27796,UGC05192,4914.1,4956.442176049989,34.6846,0.292788,86.4817,11.6607
50733,ESO511-011,6392.9,6356.168908985318,34.6856,0.253609,86.5204,10.1048
10237,ESO546-010,5211.0,5007.576732275005,34.6857,0.257432,86.5244,10.2576
165,UGC12920,7612.5,7715.219964300789,34.6862,0.265757,86.5447,10.5918
978,NGC0052,5404.6,5459.742391888845,34.6862,0.312929,86.5456,12.472
54051,ESO448-013,5693.1,5669.749972927156,34.6862,0.319927,86.5447,12.7508
47093,UGC08451,5277.5,5492.212139838624,34.6873,0.306782,86.5893,12.2332
66461,NGC7047,5787.0,5860.720080265683,34.6879,0.332043,86.6118,13.2439
70481,UGC12362,6470.2,6624.937670773151,34.6879,0.24592,86.6114,9.80876
5932,NGC0624,5861.2,5730.399695052574,34.69,0.49,86.6962,19.5633
6994,ESO197-010,6170.0,5898.264247651573,34.69,0.4,86.6962,15.97
10725,PGC010725,6977.3,6731.609449077007,34.69,0.25,86.6962,9.98127
14478,UGC02958,6222.9,6199.063747073904,34.69,0.4,86.6962,15.97
14822,PGC014822,5259.5,4946.2455607254315,34.69,0.46,86.6962,18.3655
19073,UGC03467,5768.8,5886.779288464245,34.69,0.4,86.6962,15.97
22965,PGC022965,5853.9,5787.644190362934,34.69,0.2,86.6962,7.98501
27701,PGC027701,6396.5,6390.020040129084,34.69,0.46,86.6962,18.3655
31189,NGC3297,9119.1,9027.945551282912,34.69,0.56,86.6962,22.358
32285,NGC3385,7759.6,7762.256339441746,34.69,0.46,86.6962,18.3655
33578,PGC033578,6447.4,6458.910431669348,34.69,0.46,86.6962,18.3655
33910,PGC033910,7579.2,7588.4203005789905,34.69,0.46,86.6962,18.3655
36605,PGC036605,5910.8,5962.880753195769,34.69,0.2,86.6962,7.98501
39208,PGC039208,6672.4,6809.2338732367525,34.69,0.4,86.6962,15.97
39342,IC3093,7048.0,7151.853715294499,34.69,0.2,86.6962,7.98501
46623,PGC046623,7541.1,7537.81089355136,34.69,0.47,86.6962,18.7648
47187,NGC5152,3901.3,3833.0849038274846,34.69,0.62,86.6962,24.7535
54260,UGC09763,4731.9,4951.650536744054,34.69,0.2,86.6962,7.98501
61023,IC1269,6115.1,6356.034858122415,34.69,0.4,86.6962,15.97
64420,PGC064420,5476.3,5363.224088744202,34.69,0.5,86.6962,19.9625
68254,NGC7228,6554.4,6762.840475882013,34.69,0.4,86.6962,15.97
72684,PGC072684,8757.8,8604.773625481039,34.69,0.25,86.6962,9.98127
127561,PGC127561,8538.9,8320.676827156867,34.69,0.48,86.6962,19.164
